"name","handle_or_url","category","birth_year","platform","known_for","source_list"
"Danny","https://liquipedia.net/leagueoflegends/Danny","Esports","2003","League of Legends","LCS champion with Evil Geniuses; one of youngest pro LoL players in NA","esports_pros"
"Humanoid","https://liquipedia.net/leagueoflegends/Humanoid","Esports","2000","League of Legends","LEC champion; Worlds semifinalist with MAD Lions; top mid-laner in EU","esports_pros"
"yay","https://liquipedia.net/valorant/Yay","Esports","1999","Valorant","VCT Masters champion; considered best Valorant player in 2022; OpTic Gaming star","esports_pros"
"cNed","https://liquipedia.net/valorant/Cned","Esports","2001","Valorant","VCT Champions 2021 winner with Acend; Champions 2021 MVP; Turkish Valorant star","esports_pros"
"Derke","https://liquipedia.net/valorant/Derke","Esports","2002","Valorant","VCT Masters champion with Fnatic; multiple international titles; top duelist","esports_pros"
"Less","https://liquipedia.net/valorant/Less","Esports","2003","Valorant","VCT Champions 2022 winner with LOUD; youngest Champions winner; top initiator","esports_pros"
"pANcada","https://liquipedia.net/valorant/PANcada","Esports","2002","Valorant","VCT Champions 2022 winner with LOUD; VCT Masters Copenhagen champion","esports_pros"
"Collapse","https://liquipedia.net/dota2/Collapse","Esports","2001","Dota 2","2x The International champion (TI10, TI12) with Team Spirit; legendary off-laner","esports_pros"
"TORONTOTOKYO","https://liquipedia.net/dota2/Torontotokyo","Esports","2001","Dota 2","The International 10 champion with Team Spirit; known for unconventional playstyle","esports_pros"
"Ropz","https://en.wikipedia.org/wiki/Ropz","Esports","1999","CS:GO/CS2","Multiple HLTV Top 20 appearances; Major champion with FaZe; Estonian CS star","esports_pros"
"broky","https://liquipedia.net/counterstrike/Broky","Esports","2001","CS:GO/CS2","HLTV Top 20 player; Major champion with FaZe Clan; Latvian CS2 star","esports_pros"
"Ax1Le","https://liquipedia.net/counterstrike/Ax1Le","Esports","2002","CS:GO/CS2","HLTV Top 20 player; multiple MVP awards with Cloud9/Natus Vincere; Russian CS star","esports_pros"
"sh1ro","https://liquipedia.net/counterstrike/Sh1ro","Esports","2001","CS:GO/CS2","HLTV Top 20 player; Major champion with Team Spirit; top AWPer","esports_pros"
"b1t","https://liquipedia.net/counterstrike/B1t","Esports","2003","CS:GO/CS2","Major champion with Natus Vincere (PGL Stockholm 2021); HLTV Top 20; youngest Major MVP","esports_pros"
"Chovy","https://liquipedia.net/leagueoflegends/Chovy","Esports","2001","League of Legends","LCK champion; Worlds semifinalist; considered one of most mechanically skilled LoL players","esports_pros"
"Keria","https://liquipedia.net/leagueoflegends/Keria","Esports","2002","League of Legends","LCK champion; Worlds finalist with T1; one of best support players in LoL","esports_pros"
"Gumayusi","https://liquipedia.net/leagueoflegends/Gumayusi","Esports","2002","League of Legends","LoL World Champion with T1 (2023,2024,2025); LCK champion; star AD carry","esports_pros"
"Zeus","https://liquipedia.net/leagueoflegends/Zeus","Esports","2003","League of Legends","LoL World Champion with T1 (2023,2024); LCK champion; youngest Worlds winner","esports_pros"
"Oner","https://liquipedia.net/leagueoflegends/Oner","Esports","2002","League of Legends","LoL World Champion with T1 (2023,2024,2025); LCK champion; star jungler","esports_pros"
"Ruler","https://liquipedia.net/leagueoflegends/Ruler","Esports","1999","League of Legends","LoL World Champion 2017 with Samsung Galaxy; Worlds MVP; LCK champion; LPL champion","esports_pros"
"ShowMaker","https://liquipedia.net/leagueoflegends/ShowMaker","Esports","2001","League of Legends","LCK champion; Worlds semifinalist with DWG KIA; one of best mid-laners globally","esports_pros"
"Canyon","https://liquipedia.net/leagueoflegends/Canyon","Esports","2001","League of Legends","LoL World Champion 2020 with DWG KIA; LCK champion; considered best jungler in world","esports_pros"
"Knight","https://liquipedia.net/leagueoflegends/Knight","Esports","2000","League of Legends","LPL champion; Worlds semifinalist; one of best mid-laners in China","esports_pros"
"369","https://liquipedia.net/leagueoflegends/369","Esports","2001","League of Legends","LPL champion; Worlds semifinalist with JDG; top laner","esports_pros"
"Bin","https://liquipedia.net/leagueoflegends/Bin","Esports","2002","League of Legends","LPL champion; Worlds finalist with Suning/Bilibili Gaming; top laner","esports_pros"
"Wei","https://liquipedia.net/leagueoflegends/Wei_(LoL)","Esports","2002","League of Legends","LPL champion with RNG; MSI champion; star jungler","esports_pros"
"GALA","https://liquipedia.net/leagueoflegends/GALA","Esports","2001","League of Legends","MSI champion with RNG; LPL champion; star AD carry","esports_pros"
"Tian","https://liquipedia.net/leagueoflegends/Tian","Esports","2000","League of Legends","LoL World Champion 2019 with FPX; Worlds MVP; LPL champion","esports_pros"
"Crisp","https://liquipedia.net/leagueoflegends/Crisp","Esports","1998","League of Legends","LoL World Champion 2019 with FPX; LPL champion; support player","esports_pros"
"Lwx","https://liquipedia.net/leagueoflegends/Lwx","Esports","1998","League of Legends","LoL World Champion 2019 with FPX; LPL champion; AD carry","esports_pros"
"Doinb","https://liquipedia.net/leagueoflegends/Doinb","Esports","1996","League of Legends","LoL World Champion 2019 with FPX; LPL champion; known for unique playstyle","esports_pros"
"Nuguri","https://liquipedia.net/leagueoflegends/Nuguri","Esports","1999","League of Legends","LoL World Champion 2020 with DWG KIA; LCK champion; top laner","esports_pros"
"Ghost","https://liquipedia.net/leagueoflegends/Ghost","Esports","1999","League of Legends","LoL World Champion 2020 with DWG KIA; LCK champion; AD carry","esports_pros"
"Kai Cenat","https://en.wikipedia.org/wiki/Kai_Cenat","Streamer/Content Creator","2001","Twitch/YouTube","Most-subscribed Twitch streamer ever (1M+ subs); 20M Twitch followers; popularized Rizz, Fanum tax","streamers_content_creators"
"Jynxzi","https://en.wikipedia.org/wiki/Jynxzi","Streamer/Content Creator","2001","Twitch/YouTube","8th most-subscribed Twitch streamer; 10.2M Twitch followers; 6.5M YouTube subs; Best Breakthrough Streamer 2023","streamers_content_creators"
"Dream","https://en.wikipedia.org/wiki/Dream_(streamer)","Streamer/Content Creator","1999","YouTube/Twitch","44M YouTube subscribers; Minecraft speedrun content; YouTube #7 trending video 2020; Streamer Awards winner","streamers_content_creators"
"Quackity","https://en.wikipedia.org/wiki/Quackity","Streamer/Content Creator","2000","Twitch/YouTube","6.6M Twitch followers; 6.2M YouTube subs; Best Minecraft Streamer 2022,2023; Best International Streamer 2023","streamers_content_creators"
"Tubbo","https://en.wikipedia.org/wiki/Tubbo","Streamer/Content Creator","2003","Twitch/YouTube","5.2M Twitch followers; 2.7M YouTube subs; Dream SMP member; Streamer Awards nominated","streamers_content_creators"
"Nihachu","https://en.wikipedia.org/wiki/Nihachu","Streamer/Content Creator","2001","Twitch/YouTube","2.6M Twitch followers; 1.25M YouTube subs; Dream SMP member; Team Liquid; top 20 most popular women streamers","streamers_content_creators"
"iiTzTimmy","https://en.wikipedia.org/wiki/IiTzTimmy","Streamer/Content Creator","2000","Twitch","Pro Apex Legends player turned streamer; Streamer Awards Gamer of the Year; large Twitch following","streamers_content_creators"
"MrBeast","https://en.wikipedia.org/wiki/Mr_Beast","Streamer/Content Creator","1998","YouTube","508M YouTube subscribers (most-subscribed); 129M TikTok followers; founder of Beast Industries, Feastables, Lunchly","streamers_content_creators"
"Ryan Trahan","https://en.wikipedia.org/wiki/Ryan_Trahan","Streamer/Content Creator","1998","YouTube","23.5M YouTube subscribers; 6.3B views; penny series; raised $11M for St. Jude","streamers_content_creators"
"Josh Richards","https://en.wikipedia.org/wiki/Josh_Richards_(internet_personality)","Streamer/Content Creator","2002","TikTok","25.7M TikTok followers; CEO CrossCheck Studios; Forbes 30 Under 30 2022; $5M earnings in 2021","forbes_30u30;streamers_content_creators"
"Noah Beck","https://en.wikipedia.org/wiki/Noah_Beck","Streamer/Content Creator","2001","TikTok","33.5M TikTok followers; 7.8M Instagram; Top 10 breakout TikTok creators 2020; founder IPHIS underwear brand","streamers_content_creators"
"Khaby Lame","https://en.wikipedia.org/wiki/Khaby_Lame","Streamer/Content Creator","2000","TikTok","160M TikTok followers (most-followed); Fortune 40 Under 40; Forbes 30 Under 30; Italia's Got Talent judge","forbes_30u30;streamers_content_creators"
"xQc","https://en.wikipedia.org/wiki/XQc","Streamer/Content Creator","1995","Twitch/Kick","12.3M Twitch followers; former pro Overwatch player; OWWC MVP 2017; one of most-watched streamers","esports_pros;streamers_content_creators"
"TheGrefg","https://en.wikipedia.org/wiki/TheGrefg","Streamer/Content Creator","1997","Twitch/YouTube","19M YouTube subscribers; 12M Twitch followers; Guinness World Record most concurrent Twitch viewers (2.4M); Forbes 30U30 Europe 2025","forbes_30u30;streamers_content_creators"
"Pokimane","https://en.wikipedia.org/wiki/Pokimane","Streamer/Content Creator","1996","Twitch/YouTube","9.5M Twitch followers; 6.6M YouTube subs; co-founder OfflineTV; Shorty Awards Best Twitch Streamer 2017","streamers_content_creators"
"Ludwig","https://en.wikipedia.org/wiki/Ludwig_Ahgren","Streamer/Content Creator","1995","Twitch/YouTube","Mogul Money creator; subathon record holder; Streamer of the Year 2022; large YouTube following","streamers_content_creators"
"Fanum","https://en.wikipedia.org/wiki/Fanum","Streamer/Content Creator","1997","Twitch/YouTube","AMP member; popularized Fanum tax; Streamer Awards winner; large Twitch/YouTube following","streamers_content_creators"
"TommyInnit","https://en.wikipedia.org/wiki/TommyInnit","Streamer/Content Creator","2004","Twitch/YouTube","Dream SMP member; millions of Twitch followers and YouTube subs; one of youngest major streamers","streamers_content_creators"
"Ranboo","https://en.wikipedia.org/wiki/Ranboo","Streamer/Content Creator","2003","Twitch/YouTube","Dream SMP member; millions of Twitch followers; Streamer Awards nominated; large YouTube following","streamers_content_creators"
"Wilbur Soot","https://en.wikipedia.org/wiki/Wilbur_Soot","Streamer/Content Creator","1996","Twitch/YouTube","Dream SMP member; musician (Your City Gave Me Asthma); millions of YouTube subscribers","streamers_content_creators"
"Philza","https://en.wikipedia.org/wiki/Philza","Streamer/Content Creator","1998","Twitch/YouTube","Minecraft hardcore mode legend; Dream SMP member; millions of Twitch followers","streamers_content_creators"
"Technoblade","https://en.wikipedia.org/wiki/Technoblade","Streamer/Content Creator","1999","YouTube","Minecraft content creator; 15M+ YouTube subscribers; posthumously raised millions for charity; Dream SMP","streamers_content_creators"
"GeorgeNotFound","https://en.wikipedia.org/wiki/GeorgeNotFound","Streamer/Content Creator","1997","YouTube/Twitch","Dream SMP member; 10M+ YouTube subscribers; Minecraft content creator","streamers_content_creators"
"Sapnap","https://en.wikipedia.org/wiki/Sapnap","Streamer/Content Creator","2001","YouTube/Twitch","Dream SMP member; 4M+ YouTube subscribers; Minecraft content creator","streamers_content_creators"
"BadBoyHalo","https://en.wikipedia.org/wiki/BadBoyHalo","Streamer/Content Creator","1995","YouTube/Twitch","Dream SMP member; Minecraft content creator; millions of YouTube subscribers","streamers_content_creators"
"Sykkuno","https://en.wikipedia.org/wiki/Sykkuno","Streamer/Content Creator","1996","Twitch/YouTube","Among Us popularity; OfflineTV member; millions of Twitch followers and YouTube subs","streamers_content_creators"
"Corpse Husband","https://en.wikipedia.org/wiki/Corpse_Husband","Streamer/Content Creator","1997","YouTube","Deep voice horror narrator turned Among Us star; millions of YouTube subscribers; charting music career","streamers_content_creators"
"Addison Rae","https://en.wikipedia.org/wiki/Addison_Rae","Streamer/Content Creator","2000","TikTok","88M+ TikTok followers; actress (He's All That); pop music album; Forbes Top Creators","streamers_content_creators"
"Charli D'Amelio","https://en.wikipedia.org/wiki/Charli_D%27Amelio","Streamer/Content Creator","2004","TikTok","First to reach 100M TikTok followers; 150M+ followers; Hulu reality show; Forbes Top Creators","streamers_content_creators"
"Dixie D'Amelio","https://en.wikipedia.org/wiki/Dixie_D%27Amelio","Streamer/Content Creator","2001","TikTok","57M+ TikTok followers; musician with charting singles; Hulu reality show","streamers_content_creators"
"Avani Gregg","https://en.wikipedia.org/wiki/Avani_Gregg","Streamer/Content Creator","2002","TikTok","30M+ TikTok followers; Forbes 30 Under 30 2022; TikTok Breakout Creator of the Year 2019","forbes_30u30;streamers_content_creators"
"Bella Poarch","https://en.wikipedia.org/wiki/Bella_Poarch","Streamer/Content Creator","1997","TikTok","94M+ TikTok followers; most-liked TikTok video; musician (Build a Bitch); Forbes 30 Under 30 2022","forbes_30u30;streamers_content_creators"
"Chase Hudson","https://en.wikipedia.org/wiki/Chase_Hudson","Streamer/Content Creator","2002","TikTok","30M+ TikTok followers; Hype House co-founder; musician; Forbes 30 Under 30 2022 Social Media","forbes_30u30;streamers_content_creators"
"Drew Afualo","https://www.forbes.com/profile/drew-afualo/","Streamer/Content Creator","1995","TikTok","9M TikTok followers; best-selling memoir; Forbes 30 Under 30 2025 Social Media; podcast host","forbes_30u30;streamers_content_creators"
"Bobbi Althoff","https://www.forbes.com/profile/bobbi-althoff/","Streamer/Content Creator","1997","TikTok/YouTube","13M social media followers; The Really Good Podcast; Forbes 30 Under 30 2025 Media","forbes_30u30;streamers_content_creators"
"Jake Shane","https://en.wikipedia.org/wiki/Jake_Shane","Streamer/Content Creator","1999","TikTok/Instagram","Millions of followers; sold-out live theater performances; Forbes Top Creators 2025","streamers_content_creators"
"Alan Chikin Chow","https://en.wikipedia.org/wiki/Alan_Chikin_Chow","Streamer/Content Creator","1996","YouTube/TikTok","Runs own production studio; Forbes Top Creators 2025; millions of followers across platforms","streamers_content_creators"
"Dhar Mann","https://en.wikipedia.org/wiki/Dhar_Mann","Streamer/Content Creator","1995","YouTube","Runs own production studio; billions of YouTube views; Forbes Top Creators 2025","streamers_content_creators"
"Enola Bedard","https://www.forbes.com/30-under-30/2025/social-media/","Streamer/Content Creator","2000","TikTok/YouTube","Forbes 30 Under 30 2025 Social Media; content creator with large following","forbes_30u30;streamers_content_creators"
"Joe Ando-Hirsh","https://www.forbes.com/30-under-30/2025/social-media/","Streamer/Content Creator","1998","TikTok/YouTube","Forbes 30 Under 30 2025 Social Media; content creator","forbes_30u30;streamers_content_creators"
"Ian Boggs","https://www.forbes.com/30-under-30/2025/social-media/","Streamer/Content Creator","1998","Instagram","Forbes 30 Under 30 2025 Social Media; creator with large Instagram following","forbes_30u30;streamers_content_creators"
"Joel Bervell","https://www.forbes.com/30-under-30/2025/social-media/","Streamer/Content Creator","1995","TikTok/Instagram","Forbes 30 Under 30 2025 Social Media; medical equity advocate and content creator","forbes_30u30;streamers_content_creators"
"Meredith Duxbury","https://www.forbes.com/30-under-30/2025/social-media/","Streamer/Content Creator","1999","TikTok","Forbes 30 Under 30 2025 Social Media; beauty and fashion content creator","forbes_30u30;streamers_content_creators"
"Toni Bravo","https://www.forbes.com/30-under-30/2025/social-media/","Streamer/Content Creator","2000","TikTok","Forbes 30 Under 30 2025 Social Media; content creator","forbes_30u30;streamers_content_creators"
"Demi Guo","https://www.forbes.com/profile/demi-guo/","AI/Tech Founder","1998","Web","Co-founder Pika (AI video generation); $135M raised; $470M valuation; 5M users; Forbes 30U30 2025 AI","forbes_30u30"
"Chenlin Meng","https://www.forbes.com/profile/chenlin-meng/","AI/Tech Founder","1997","Web","Co-founder Pika (AI video generation); $135M raised; $470M valuation; Forbes 30U30 2025 AI","forbes_30u30"
"Aidan Gomez","https://www.forbes.com/profile/aidan-gomez/","AI/Tech Founder","1996","Web","Co-founder Cohere; $970M backed; AI chatbots for Oracle, Notion; Forbes 30U30 2025 AI","forbes_30u30"
"Molly Cantillon","https://www.forbes.com/30-under-30/2025/youngest/","AI/Tech Founder","2003","Web","Founder NOX; Forbes 30 Under 30 2025 youngest at age 21","forbes_30u30"
"Vignesh Karthik","https://www.forbes.com/30-under-30/2025/youngest/","AI/Tech Founder","2004","Web","Co-founder Anthrogen; Forbes 30 Under 30 2025 youngest at age 20","forbes_30u30"
"Connor Lee","https://www.forbes.com/30-under-30/2025/youngest/","AI/Tech Founder","2004","Web","Co-founder Anthrogen; Forbes 30 Under 30 2025 youngest at age 20","forbes_30u30"
"Ankit Singhal","https://www.forbes.com/30-under-30/2025/youngest/","AI/Tech Founder","2004","Web","Co-founder Anthrogen; Forbes 30 Under 30 2025 youngest at age 20","forbes_30u30"
"Emily Cho","https://www.forbes.com/30-under-30/2025/youngest/","AI/Tech Founder","2006","Web","Founder Juvie for STEM; Forbes 30 Under 30 2025 youngest at age 18","forbes_30u30"
"Matt Shumer","https://www.forbes.com/profile/matt-shumer/","AI/Tech Founder","2000","Web","Co-founder Otherside AI/HyperWrite; AI agent for browser automation; 2M users; Forbes 30U30 2024 Consumer Tech","forbes_30u30"
"Jason Kuperberg","https://www.forbes.com/profile/jason-kuperberg/","AI/Tech Founder","1996","Web","Co-founder Otherside AI/HyperWrite; Forbes 30U30 2024 Consumer Tech","forbes_30u30"
"Vladimir Danila","https://www.forbes.com/30-under-30/2024/europe/technology/","AI/Tech Founder","2000","Web","Founder Linearity (design platform); $20M funding; clients include Apple, Disney, Meta, Microsoft; Forbes 30U30 Europe 2024","forbes_30u30"
"Ed Beccle","https://www.forbes.com/30-under-30/2022/europe/technology/","AI/Tech Founder","1998","Web","Co-founder Glorify (prayer app); 4M subscribers; $84M raised from a16z, SoftBank; Thiel Fellow; Forbes 30U30 Europe 2022","forbes_30u30"
"Fabian Kamberi","https://www.forbes.com/30-under-30/2025/europe/","AI/Tech Founder","1999","Web","Founder Slay (game Pengu); 10M users; $20M raised from Accel; Forbes 30U30 Europe 2025","forbes_30u30"
"Frederic Boesel","https://www.forbes.com/30-under-30/2025/europe/technology/","AI/Tech Founder","1996","Web","Co-founder Black Forest Labs (AI image gen); $31M seed from a16z; integrated into Mistral AI; Forbes 30U30 Europe 2025","forbes_30u30"
"Jonas Muller","https://www.forbes.com/30-under-30/2025/europe/technology/","AI/Tech Founder","1996","Web","Co-founder Black Forest Labs (AI image gen); $31M seed from a16z; Forbes 30U30 Europe 2025","forbes_30u30"
"Risa Feng","https://www.forbes.com/30-under-30/2022/asia/consumer-technology/","AI/Tech Founder","1995","Web","Co-founder BUD (metaverse app); Forbes 30U30 Asia 2022 Consumer Tech","forbes_30u30"
"Daniel Hanover","https://www.forbes.com/30-under-30/2023/enterprise-technology/","AI/Tech Founder","1997","Web","Co-founder Dandy (dentistry software); 700 employees; Forbes 30U30 2023 Enterprise Tech","forbes_30u30"
"Toni Oloko","https://www.forbes.com/30-under-30/2023/enterprise-technology/","AI/Tech Founder","1996","Web","Co-founder Dandy (dentistry software); 700 employees; Forbes 30U30 2023 Enterprise Tech","forbes_30u30"
"Jeremy Zhang","https://www.forbes.com/profile/jeremy-zhang/","AI/Tech Founder","1997","Web","Co-founder Finch (HR/payroll tools); $19M raised; YC alum; Forbes 30U30 2023 Enterprise Tech","forbes_30u30;yc_founders"
"Akshaya Dinesh","https://www.forbes.com/30-under-30/2023/enterprise-technology/","AI/Tech Founder","2001","Web","Founder Spellbound (interactive email); Thiel Fellow; Forbes 30U30 2023 Enterprise Tech youngest","forbes_30u30"
"Zara Perumal","https://www.forbes.com/profile/zara-perumal/","AI/Tech Founder","2000","Web","Co-founder Overwatch Data (AI risk detection); $2.3M raised; ex-Google ML; Forbes 30U30 2023 Enterprise Tech","forbes_30u30"
"Deepak Chhugani","https://www.forbes.com/30-under-30/2023/enterprise-technology/","AI/Tech Founder","1997","Web","Founder Nuvocargo (cross-border logistics); Forbes 30U30 2023 Enterprise Tech","forbes_30u30"
"Jayesh Gadewar","https://www.forbesindia.com/article/30-under-30-2023/jayesh-gadewar-geek-who-leads-from-the-front/83061/1","AI/Tech Founder","1998","Web","Co-founder/CTO Scrut Automation (GRC); $3.1M raised; Forbes India 30U30 2023 Enterprise Tech","forbes_30u30"
"Kai van Lieshout","https://www.forbes.com.au/30-under-30-2025-technology/","AI/Tech Founder","2002","Web","Co-founder/CEO Lyrebird (AI clinical documentation); ex-Tesla engineer; Forbes 30U30 2025 Technology","forbes_30u30"
"Harrison Crowe-Maxwell","https://www.forbes.com.au/30-under-30-2025-technology/","AI/Tech Founder","2001","Web","Co-founder Puralink (autonomous pipe inspection robots); $2.3M pre-seed; Forbes 30U30 2025 Technology","forbes_30u30"
"Martina Qin","https://www.forbes.com.au/30-under-30-2025-technology/","AI/Tech Founder","1997","Web","Co-founder Qloud Games (virtual worlds); $7.5M seed; Forbes 30U30 2025 Technology","forbes_30u30"
"Jess No Limit","https://www.wazzup.ph/gaming-icon-jess-no-limit-named-to-forbes-30-under-30-asia-celebrates-the-transformative-power-of-mobile-legends-bang-bang/","Gaming/Content Creator","1996","YouTube","54M YouTube subscribers (SE Asia's most-subscribed); 6.7B views; ex-MLBB pro; Forbes 30U30 Asia 2025","forbes_30u30;streamers_content_creators"
"Giniro","https://www.gamingamigos.com/post/forbes-30-u30-2025-esports-gaming","Esports/Gaming","1998","Web","Esports host/interviewer; first Arabic woman in esports broadcasting; Forbes 30U30 Europe 2025","forbes_30u30;esports_pros"
"Mason Thames","https://www.forbes.com/30-under-30/2025/youngest/","Entertainment","2007","Film/TV","Actor (The Black Phone, Incoming, Monster Summer); Forbes 30U30 2025 youngest at 17","forbes_30u30"
"Alex Consani","https://www.forbes.com/30-under-30/2025/youngest/","Fashion/Model","2003","Instagram/TikTok","Model; Forbes 30 Under 30 2025 at age 21; large social media following","forbes_30u30"
"Kathryn Newton","https://www.forbes.com/30-under-30/2025/hollywood-entertainment/","Entertainment","1997","Film/TV","Actress (Paranormal Activity 4, Freaky, Ant-Man); Forbes 30U30 2025 Hollywood","forbes_30u30"
"Wesley Wang","https://www.forbes.com/30-under-30/2025/hollywood-entertainment/","Entertainment","2000","Film/TV","Filmmaker; Forbes 30U30 2025 Hollywood & Entertainment","forbes_30u30"
"Marcello Hernandez","https://www.forbes.com/30-under-30/2025/hollywood-entertainment/","Entertainment","1997","Comedy/TV","SNL cast member; Forbes 30U30 2025 Hollywood & Entertainment","forbes_30u30"
"Chappell Roan","https://www.forbes.com/30-under-30/2025/music/","Music","1998","Music","Grammy-nominated artist; breakout pop star 2024; Forbes 30U30 2025 Music","forbes_30u30"
"Shaboozey","https://www.forbes.com/30-under-30/2025/music/","Music","1995","Music","6 Grammy nominations; country breakout star; Forbes 30U30 2025 Music","forbes_30u30"
"Noah Kahan","https://www.forbes.com/30-under-30/2025/music/","Music","1997","Music","Grammy-nominated; 700K fans at stadiums; Forbes 30U30 2025 Music","forbes_30u30"
"Caitlin Clark","https://www.forbes.com/30-under-30/2025/sports/","Sports","2002","Basketball","WNBA phenom; Indiana Fever; Forbes 30U30 2025 Sports; cultural impact on women's basketball","forbes_30u30"
"Jayson Tatum","https://www.forbes.com/30-under-30/2025/sports/","Sports","1998","Basketball","NBA champion Boston Celtics; Forbes 30U30 2025 Sports","forbes_30u30"
"Xandra Pohl","https://www.forbes.com/30-under-30/2025/","Streamer/Content Creator","2000","TikTok/Instagram","DJ and social media personality; Forbes 30U30 2025 notable honoree","forbes_30u30;streamers_content_creators"
"Nathan Nwachukwu","https://techcabal.com/2022/04/21/nathan-nwachukwu-turned-down-scholarship-revolutionise-education/","YC Founder","2004","Web","Co-founder/CEO Klas (live-class platform); YC backed; raised $130K angel at 18; turned down scholarship","yc_founders"
"Terry Djony","https://www.linkedin.com/in/terry-djony","YC Founder","1999","Web","Founder Chatbiz; YC W21 at age 21; only Indonesian company in batch; serving millions of WhatsApp chats","yc_founders"
"Sam Oshay","https://techcrunch.com/2020/07/14/recurrency-is-taking-on-giants-like-sap-with-a-modern-twist-on-erp/","YC Founder","1999","Web","Founder Recurrency (ERP for wholesale); YC S20 at 21; UPenn dual degree; ML-driven ERP","yc_founders"
"Luna Yu","https://nocap.blog/founder/luna-yu/","YC Founder","1997","Web","Founder Genecis Bioindustries (food waste to biodegradable plastics); YC backed; 1st place Extreme Tech Challenge 2020","yc_founders"
"Isaac Eaves","https://www.linkedin.com/in/isaaceaves","YC Founder","1999","Web","Co-founder/CEO Joon Health (pediatric behavioral health); YC W22; $6.4M raised; Forbes 30U30","yc_founders;forbes_30u30"
"Aryah Oztanir","https://www.aryah.xyz/","YC Founder","2006","Web","Founder o11; YC backed; backed by Paul Graham, 645 Ventures, Spot VC; 19 years old","yc_founders"
"Savio Martin","https://www.saviomartin.com/","YC Founder","2006","Web","Founder Result; YC S26 at 18; Product Hunt Maker of the Year at 14; EVM fellow; from India","yc_founders;product_hunt"
"Ishraq Khan","https://www.businessinsider.com/why-22-year-old-skipped-college-build-ai-company-2026-2","AI/Tech Founder","2003","Web","Founder/CEO Kodezi (AI coding tool); raised $2M; started at 17; from Bangladesh","yc_founders"
"Elijah Renner","https://www.linkedin.com/posts/elijahrenner_i-was-accepted-to-yc-s26-as-a-high-school-activity-7464730735350956033-tMjy","YC Founder","2007","Web","CTO Shepherd (YC S26); $500K funding; high school senior; Stanford CS deferred; from rural Vermont","yc_founders"
"Philip Meng","https://www.linkedin.com/posts/elijahrenner_i-was-accepted-to-yc-s26-as-a-high-school-activity-7464730735350956033-tMjy","YC Founder","2007","Web","Co-founder Shepherd (YC S26); $500K funding; high school senior","yc_founders"
